광역지자체 명,기초지자체 명,광역지자체 지출액 비율(%),기초지자체 지출액 비율(%)
서울특별시,중랑구,29.5,1.2
세종특별자치시,세종특별자치시,0.3,100.0
울산광역시,남구,1.5,40.2
울산광역시,동구,1.5,7.1
울산광역시,북구,1.5,17.1
울산광역시,울주군,1.5,24.7
울산광역시,중구,1.5,10.9
인천광역시,강화군,4.9,3.1
인천광역시,계양구,4.9,7.5
인천광역시,남동구,4.9,15.4
인천광역시,동구,4.9,4.0
인천광역시,미추홀구,4.9,12.9
인천광역시,부평구,4.9,12.3
인천광역시,서구,4.9,13.8
인천광역시,연수구,4.9,12.0
인천광역시,옹진군,4.9,0.8
인천광역시,중구,4.9,18.2
전남광주통합특별시,강진군,4.4,0.7
전남광주통합특별시,고흥군,4.4,1.0
전남광주통합특별시,곡성군,4.4,1.0
전남광주통합특별시,광산구,4.4,10.6
전남광주통합특별시,광양시,4.4,4.0
전남광주통합특별시,구례군,4.4,0.6
전남광주통합특별시,나주시,4.4,3.0
전남광주통합특별시,남구,4.4,3.6
전남광주통합특별시,담양군,4.4,2.2
전남광주통합특별시,동구,4.4,6.1
전남광주통합특별시,목포시,4.4,5.8
전남광주통합특별시,무안군,4.4,3.7
전남광주통합특별시,보성군,4.4,1.4
전남광주통합특별시,북구,4.4,8.6
전남광주통합특별시,서구,4.4,18.8
전남광주통합특별시,순천시,4.4,7.0
전남광주통합특별시,신안군,4.4,0.6
전남광주통합특별시,여수시,4.4,8.4
전남광주통합특별시,영광군,4.4,1.2
전남광주통합특별시,영암군,4.4,2.2
전남광주통합특별시,완도군,4.4,0.8
전남광주통합특별시,장성군,4.4,2.1
전남광주통합특별시,장흥군,4.4,0.7
전남광주통합특별시,진도군,4.4,0.8
전남광주통합특별시,함평군,4.4,1.8
전남광주통합특별시,해남군,4.4,1.3
전남광주통합특별시,화순군,4.4,2.0
전북특별자치도,고창군,2.1,3.9
전북특별자치도,군산시,2.1,13.6
전북특별자치도,김제시,2.1,4.8
전북특별자치도,남원시,2.1,3.4
전북특별자치도,무주군,2.1,2.1
전북특별자치도,부안군,2.1,3.1
전북특별자치도,순창군,2.1,1.3
전북특별자치도,완주군,2.1,8.8
전북특별자치도,익산시,2.1,11.3
전북특별자치도,임실군,2.1,3.3
전북특별자치도,장수군,2.1,1.0
전북특별자치도,전주시,2.1,37.7
전북특별자치도,정읍시,2.1,4.2
전북특별자치도,진안군,2.1,1.3
제주특별자치도,서귀포시,1.8,36.1
제주특별자치도,제주시,1.8,63.9
충청남도,계룡시,3.5,1.2
충청남도,공주시,3.5,7.3
충청남도,금산군,3.5,2.2
충청남도,논산시,3.5,5.1
충청남도,당진시,3.5,8.5
충청남도,보령시,3.5,4.7
충청남도,부여군,3.5,2.9
충청남도,서산시,3.5,6.9
충청남도,서천군,3.5,1.9
충청남도,아산시,3.5,12.0
충청남도,예산군,3.5,3.5
충청남도,천안시,3.5,34.9
충청남도,청양군,3.5,0.6
충청남도,태안군,3.5,4.9
충청남도,홍성군,3.5,3.6
충청북도,괴산군,3.7,2.3
충청북도,단양군,3.7,2.2
충청북도,보은군,3.7,1.6
충청북도,영동군,3.7,1.2
충청북도,옥천군,3.7,2.1
충청북도,음성군,3.7,8.4
충청북도,제천시,3.7,5.3
충청북도,증평군,3.7,2.8
충청북도,진천군,3.7,7.3
충청북도,청주시,3.7,56.8
충청북도,충주시,3.7,10.0
