광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
전북특별자치도,익산시,7.37136337E8,3.3,1.84199646E8,10.8
전북특별자치도,정읍시,7.37136337E8,3.3,8.831126E7,5.2
전북특별자치도,남원시,7.37136337E8,3.3,7.834061E7,4.6
전북특별자치도,김제시,7.37136337E8,3.3,9.1838738E7,5.4
전북특별자치도,완주군,7.37136337E8,3.3,1.5828106E8,9.2
전북특별자치도,진안군,7.37136337E8,3.3,3.6433037E7,2.1
전북특별자치도,무주군,7.37136337E8,3.3,6.1687103E7,3.6
전북특별자치도,장수군,7.37136337E8,3.3,2.2107378E7,1.3
전북특별자치도,임실군,7.37136337E8,3.3,5.9837252E7,3.5
전북특별자치도,순창군,7.37136337E8,3.3,3.6505517E7,2.1
전북특별자치도,고창군,7.37136337E8,3.3,7.586481E7,4.4
전북특별자치도,부안군,7.37136337E8,3.3,7.8843502E7,4.6
제주특별자치도,제주시,4.55153383E8,2.0,4.47776834E8,56.9
제주특별자치도,서귀포시,4.55153383E8,2.0,3.38812967E8,43.1
충청남도,천안시,1.246922775E9,5.6,6.09433993E8,26.4
충청남도,공주시,1.246922775E9,5.6,2.0208847E8,8.7
충청남도,보령시,1.246922775E9,5.6,1.33267232E8,5.8
충청남도,아산시,1.246922775E9,5.6,2.73631953E8,11.8
충청남도,서산시,1.246922775E9,5.6,1.43306933E8,6.2
충청남도,논산시,1.246922775E9,5.6,1.2502001E8,5.4
충청남도,계룡시,1.246922775E9,5.6,3.9629096E7,1.7
충청남도,당진시,1.246922775E9,5.6,1.65635232E8,7.2
충청남도,금산군,1.246922775E9,5.6,7.9118736E7,3.4
충청남도,부여군,1.246922775E9,5.6,8.3900716E7,3.6
충청남도,서천군,1.246922775E9,5.6,7.7941846E7,3.4
충청남도,청양군,1.246922775E9,5.6,3.671521E7,1.6
충청남도,홍성군,1.246922775E9,5.6,9.6240403E7,4.2
충청남도,예산군,1.246922775E9,5.6,1.13954862E8,4.9
충청남도,태안군,1.246922775E9,5.6,1.3145392E8,5.7
충청북도,청주시,8.54641778E8,3.8,8.4033466E8,47.5
충청북도,충주시,8.54641778E8,3.8,2.00555474E8,11.3
충청북도,제천시,8.54641778E8,3.8,1.1306743E8,6.4
충청북도,보은군,8.54641778E8,3.8,5.4463392E7,3.1
충청북도,옥천군,8.54641778E8,3.8,8.5004367E7,4.8
충청북도,영동군,8.54641778E8,3.8,5.108314E7,2.9
충청북도,증평군,8.54641778E8,3.8,4.5218985E7,2.6
충청북도,진천군,8.54641778E8,3.8,9.7581505E7,5.5
충청북도,괴산군,8.54641778E8,3.8,7.9383591E7,4.5
충청북도,음성군,8.54641778E8,3.8,1.35176604E8,7.6
충청북도,단양군,8.54641778E8,3.8,6.8059736E7,3.8
